source,id,name,address,latitude,longitude,type,contact,task,run_time
baidu,650ea22a7594cccaeee4a527,遵化服务区(长深高速长春方向),唐山市遵化市遵化服务区,40.12861828381528,118.00074162330905,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,f3cc4d6524b76a109c09f78a,滦州服务区(京哈高速北京方向),河北省唐山市滦州市京哈高速公路北,39.848217462875105,118.40655991078896,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,556a5fba1de41ec370455bb7,迁安服务区(京秦高速迁安支线大崔庄方向),唐山市京秦高速迁安支线,39.89043938468216,118.62067503170805,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,e5edb0bc994ad4183517dcba,唐山服务区(唐津高速唐山方向),唐山市唐津高速,39.58647432233957,118.23813318259695,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,74525ed11b48457b79dbd210,唐山服务区(唐津高速天津方向),唐山市路南区唐津高速,39.58788792455399,118.2376041043753,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,6c912fb4cf3e946c3fe231ea,唐海服务区(秦滨高速秦皇岛方向),唐山市曹妃甸区秦滨高速唐海服务区-宾馆北侧约60米,39.31789549577409,118.30168775195808,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,9cdccca5258b576c616858c7,滦州服务区(京哈高速哈尔滨方向),唐山市滦州市王店子镇京哈高速公路南,39.8463629720025,118.40651030871014,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,a66e370120761c4472455b3f,滦南服务区(迁曹高速迁安方向),唐山市滦南县迁曹高速,39.44684745243893,118.56686782229596,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,7b577e2b80dc333fabf729ce,遵化服务区(长深高速深圳方向),唐山市遵化市首都环线高速,40.12945134160565,117.99875828248739,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,65839122ab6bc455a0a934a3,迁安服务区(京秦高速迁安支线沙河驿方向),唐山市迁安市京秦高速迁安支线,39.89117063278411,118.61911865326648,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,edd3afdbf908d1a48505bfd9,遵化沙石峪服务区(京秦高速秦皇岛方向),唐山市遵化市京秦高速,40.10992031379872,118.10040422521453,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,0f0b4ecb7af93608f03cba4d,遵化新城服务区,唐山市遵化市清东陵支线,40.093041331773314,117.77698441181872,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,e1a108b3cb206284b13c8172,遵化新城服务区,唐山市遵化市清东陵支线,40.09512852802785,117.77822692508153,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,4aeb1fb4ff43ce8b26e0a0fa,港北停车区(唐秦高速秦皇岛方向),河北省唐山市滦州市古马镇港北停车区,39.69482653173771,118.63833437016423,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
baidu,533a5ca4dd081fb60b69d9a9,港北停车区(唐秦高速唐山方向),河北省唐山市滦州市滦城路街道港北停车区,39.69595086472148,118.63770691561898,service_area,,唐山_服务区_bbox,2026-04-13T16:37:48
